img,cls,xmin,xmax,ymin,ymax,class
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame986.txt,,226,255,128,197,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame987.txt,,185,243,68,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame988.txt,,185,243,68,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame989.txt,,185,243,68,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame990.txt,,180,238,69,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame991.txt,,180,238,69,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame992.txt,,180,238,69,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame993.txt,,180,238,69,125,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame994.txt,,152,226,58,127,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame994.txt,,195,233,121,203,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame995.txt,,141,223,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame995.txt,,183,233,125,199,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame996.txt,,141,223,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame996.txt,,183,233,125,199,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame997.txt,,141,223,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame997.txt,,183,233,125,199,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame998.txt,,131,213,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame998.txt,,180,224,121,206,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame999.txt,,131,213,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame999.txt,,180,224,121,206,0.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame207.txt,,302,358,170,216,5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame207.txt,,412,466,149,211,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame208.txt,,321,363,176,222,5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame208.txt,,396,450,173,235,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame209.txt,,326,366,182,228,5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame209.txt,,382,430,200,258,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame210.txt,,326,366,182,228,5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame210.txt,,378,426,211,269,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame276.txt,,264,356,252,320,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame276.txt,,366,430,256,292,5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame276.txt,,300,376,170,228,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame276.txt,,497,567,20,72,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame277.txt,,282,374,263,331,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame277.txt,,320,396,151,209,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame277.txt,,478,548,19,71,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame278.txt,,320,398,285,345,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame278.txt,,342,418,134,192,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame278.txt,,469,527,7,59,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame279.txt,,339,417,297,357,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame279.txt,,354,430,121,179,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame279.txt,,463,521,1,53,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame280.txt,,364,442,302,371,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame280.txt,,372,448,103,161,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame280.txt,,448,500,0,38,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame34.txt,,394,506,264,338,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame34.txt,,14,162,116,233,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame34.txt,,346,402,255,303,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,,317,419,218,293,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,,146,272,198,284,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,,186,246,161,205,1.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,,498,578,13,65,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame49.txt,,302,422,209,283,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame49.txt,,120,254,174,266,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame49.txt,,151,201,149,193,1.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame49.txt,,522,602,2,54,-5.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame1.txt,,275,313,208,262,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame1.txt,,428,492,209,272,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame1.txt,,534,618,215,289,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame1.txt,,223,285,158,221,-4.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame2.txt,,222,286,168,230,-4.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame2.txt,,277,315,208,262,7.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame2.txt,,424,488,205,269,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame2.txt,,544,628,227,301,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,,67,113,85,149,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,,214,286,180,252,-4.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,,424,488,197,260,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,,572,634,254,329,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,,421,491,198,246,8.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,,62,108,97,161,3.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,,202,278,203,266,-4.0
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,,600,636,289,359,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame116.txt,,328,390,259,311,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame116.txt,,558,602,266,294,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame116.txt,,569,607,206,245,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame116.txt,,339,385,127,167,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame117.txt,,323,389,259,311,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame117.txt,,562,606,263,290,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame117.txt,,538,586,199,233,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame117.txt,,324,364,113,152,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame117.txt,,572,634,310,358,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame118.txt,,322,382,258,308,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame118.txt,,560,626,310,358,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame118.txt,,320,360,110,150,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame118.txt,,564,608,260,288,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame118.txt,,533,571,193,227,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame120.txt,,326,370,259,305,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame120.txt,,529,583,296,341,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame120.txt,,267,325,221,265,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame120.txt,,302,358,104,149,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame120.txt,,491,533,161,199,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame121.txt,,326,370,259,305,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame121.txt,,520,570,288,332,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame121.txt,,260,314,215,259,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame121.txt,,302,358,104,149,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame121.txt,,486,532,158,197,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame122.txt,,302,358,104,149,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame122.txt,,458,510,156,198,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame122.txt,,322,358,258,306,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame25.txt,,532,572,2,35,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame28.txt,,566,610,36,78,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame28.txt,,494,544,92,132,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame28.txt,,208,240,66,98,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame29.txt,,582,626,58,100,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame29.txt,,504,560,92,132,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame29.txt,,214,246,78,110,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame37.txt,,548,588,161,218,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame37.txt,,584,628,434,473,8.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame37.txt,,358,418,291,321,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame38.txt,,376,436,291,321,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame38.txt,,548,588,173,230,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame39.txt,,544,584,180,230,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame39.txt,,552,632,0,66,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame39.txt,,386,452,286,322,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame40.txt,,544,592,188,234,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame40.txt,,552,634,0,78,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame40.txt,,392,456,286,322,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame41.txt,,552,600,199,245,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame41.txt,,562,634,14,96,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame41.txt,,410,456,286,322,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame42.txt,,564,612,211,257,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame42.txt,,587,637,38,120,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame42.txt,,410,456,286,322,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame43.txt,,568,616,215,260,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame43.txt,,588,638,48,132,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame43.txt,,422,466,291,327,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame44.txt,,580,628,221,266,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame44.txt,,422,466,291,327,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame45.txt,,588,636,227,272,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame45.txt,,438,466,291,327,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame45.txt,,376,428,2,47,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame46.txt,,588,636,227,272,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame46.txt,,444,472,288,324,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame46.txt,,376,432,1,47,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame54.txt,,532,596,1,35,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame54.txt,,65,127,148,184,7.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame55.txt,,516,590,0,38,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame55.txt,,65,123,148,184,7.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame56.txt,,491,565,12,44,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame58.txt,,414,466,51,99,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_3_frame58.txt,,444,508,1,35,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame106.txt,,94,202,78,176,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame106.txt,,270,326,227,284,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame107.txt,,84,192,68,167,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame107.txt,,270,326,227,284,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame108.txt,,68,156,54,132,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame108.txt,,258,318,226,274,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame109.txt,,56,132,45,123,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame109.txt,,244,312,233,277,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame110.txt,,53,127,49,125,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame110.txt,,244,312,236,281,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame111.txt,,70,158,56,149,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame111.txt,,234,302,236,281,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame112.txt,,170,242,130,190,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame112.txt,,234,302,236,281,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame113.txt,,244,316,186,240,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame113.txt,,224,292,234,278,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame114.txt,,366,446,257,307,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame114.txt,,227,281,233,277,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame121.txt,,269,315,113,163,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame122.txt,,270,322,101,151,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame123.txt,,286,352,95,145,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame124.txt,,312,384,98,149,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame124.txt,,304,360,187,227,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame124.txt,,253,299,242,275,7.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame125.txt,,323,401,104,156,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame125.txt,,304,360,179,218,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame125.txt,,251,297,239,271,7.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame126.txt,,352,432,114,168,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame126.txt,,294,350,167,206,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame126.txt,,247,305,228,260,7.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame127.txt,,401,471,136,196,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame127.txt,,284,340,157,197,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame128.txt,,418,488,146,203,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame128.txt,,280,336,146,186,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame129.txt,,461,531,166,226,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame129.txt,,273,315,129,171,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame130.txt,,508,582,186,252,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame131.txt,,528,602,196,262,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame132.txt,,572,636,223,299,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame133.txt,,289,339,87,129,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame133.txt,,245,319,261,297,5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame134.txt,,303,353,88,130,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame134.txt,,245,319,261,297,5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame135.txt,,338,398,110,161,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame135.txt,,242,316,261,297,5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame136.txt,,380,440,136,184,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame137.txt,,405,471,149,199,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame142.txt,,392,476,219,267,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame143.txt,,382,458,219,267,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame148.txt,,432,496,190,250,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame149.txt,,450,522,192,252,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame150.txt,,483,561,202,262,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame151.txt,,534,612,219,279,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame152.txt,,554,632,216,276,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame165.txt,,452,514,192,230,5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame165.txt,,568,612,26,78,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame166.txt,,469,515,185,223,5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame166.txt,,569,623,26,78,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame167.txt,,432,476,146,179,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame167.txt,,476,522,185,223,5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame167.txt,,564,636,25,77,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame225.txt,,415,481,138,176,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame226.txt,,446,512,128,167,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame226.txt,,377,419,119,176,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame227.txt,,460,526,128,167,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame227.txt,,392,434,115,173,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame227.txt,,68,116,27,69,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame228.txt,,490,556,120,158,-5.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame228.txt,,414,472,98,156,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame228.txt,,140,188,155,188,3.0
39390008c7d6c34e82780f7a7b5a6457#201103310620_s8_4_frame228.txt,,121,167,100,148,3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame10.txt,,434,484,179,248,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame11.txt,,401,471,188,258,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame12.txt,,392,492,182,252,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame13.txt,,388,488,173,248,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame14.txt,,420,518,170,246,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame15.txt,,454,552,169,245,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame16.txt,,453,551,167,242,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame17.txt,,455,549,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame17.txt,,502,574,123,195,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame18.txt,,452,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame18.txt,,502,574,114,198,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame19.txt,,452,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame19.txt,,500,572,108,192,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame198.txt,,333,579,1,65,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame199.txt,,322,554,0,66,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame20.txt,,452,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame20.txt,,472,588,109,185,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame200.txt,,271,533,1,77,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame201.txt,,248,492,1,77,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame202.txt,,241,463,1,77,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame203.txt,,241,431,0,66,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame204.txt,,240,412,0,56,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame21.txt,,452,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame21.txt,,460,588,109,185,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame22.txt,,452,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame22.txt,,460,588,109,185,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame23.txt,,452,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame23.txt,,460,588,109,185,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame24.txt,,455,549,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame24.txt,,390,518,110,186,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame241.txt,,44,144,124,196,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame242.txt,,64,164,125,188,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame25.txt,,470,546,171,243,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame25.txt,,392,508,110,186,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame26.txt,,470,546,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame26.txt,,393,471,120,180,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame27.txt,,470,546,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame28.txt,,470,546,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame29.txt,,477,547,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame3.txt,,534,638,64,172,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame30.txt,,477,547,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame31.txt,,477,547,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame32.txt,,477,547,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame33.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame34.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame35.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame36.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame37.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame38.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame39.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame4.txt,,516,636,87,201,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame40.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame41.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame42.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame43.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame44.txt,,474,544,180,240,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame45.txt,,480,544,189,237,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame46.txt,,480,544,189,237,-3.0
